Name,"% Frequency","Approximate Number","Rank","Gender"
HANNAH,0.045,68314,367,Female
WHITNEY,0.045,68314,368,Female
BRIDGET,0.045,68314,369,Female
KARLA,0.044,66796,370,Female
CELIA,0.044,66796,371,Female
LATOYA,0.043,65278,372,Female
PATTY,0.043,65278,373,Female
SHELIA,0.043,65278,374,Female
GAYLE,0.043,65278,375,Female
DELLA,0.043,65278,376,Female
VICKY,0.043,65278,377,Female
LYNNE,0.043,65278,378,Female
SHERI,0.042,63760,379,Female
MARIANNE,0.042,63760,380,Female
KARA,0.041,62242,381,Female
JACQUELYN,0.041,62242,382,Female
ERMA,0.041,62242,383,Female
BLANCA,0.041,62242,384,Female
MYRA,0.04,60724,385,Female
LETICIA,0.04,60724,386,Female
PAT,0.04,60724,387,Female
KRISTA,0.04,60724,388,Female
ROXANNE,0.04,60724,389,Female
ANGELICA,0.039,59206,390,Female
JOHNNIE,0.039,59206,391,Female
ROBYN,0.039,59206,392,Female
FRANCIS,0.039,59206,393,Female
ADRIENNE,0.039,59206,394,Female
ROSALIE,0.039,59206,395,Female
ALEXANDRA,0.039,59206,396,Female
BROOKE,0.039,59206,397,Female
BETHANY,0.039,59206,398,Female
SADIE,0.039,59206,399,Female
BERNADETTE,0.039,59206,400,Female
TRACI,0.038,57687,401,Female
JODY,0.038,57687,402,Female
KENDRA,0.038,57687,403,Female
JASMINE,0.038,57687,404,Female
NICHOLE,0.038,57687,405,Female
RACHAEL,0.038,57687,406,Female
CHELSEA,0.038,57687,407,Female
MABLE,0.038,57687,408,Female
ERNESTINE,0.038,57687,409,Female
MURIEL,0.038,57687,410,Female
MARCELLA,0.037,56169,411,Female
ELENA,0.037,56169,412,Female
KRYSTAL,0.037,56169,413,Female
ANGELINA,0.037,56169,414,Female
NADINE,0.036,54651,415,Female
KARI,0.036,54651,416,Female
ESTELLE,0.036,54651,417,Female
DIANNA,0.036,54651,418,Female
PAULETTE,0.036,54651,419,Female
LORA,0.036,54651,420,Female
MONA,0.035,53133,421,Female
DOREEN,0.035,53133,422,Female
ROSEMARIE,0.035,53133,423,Female
ANGEL,0.035,53133,424,Female
DESIREE,0.035,53133,425,Female
ANTONIA,0.035,53133,426,Female
HOPE,0.034,51615,427,Female
GINGER,0.034,51615,428,Female
JANIS,0.034,51615,429,Female
BETSY,0.034,51615,430,Female
CHRISTIE,0.034,51615,431,Female
FREDA,0.034,51615,432,Female
MERCEDES,0.033,50097,433,Female
MEREDITH,0.033,50097,434,Female
LYNETTE,0.033,50097,435,Female
TERI,0.033,50097,436,Female
CRISTINA,0.033,50097,437,Female
EULA,0.033,50097,438,Female
LEIGH,0.032,48579,439,Female
MEGHAN,0.032,48579,440,Female
SOPHIA,0.032,48579,441,Female
ELOISE,0.032,48579,442,Female
ROCHELLE,0.032,48579,443,Female
GRETCHEN,0.032,48579,444,Female
CECELIA,0.032,48579,445,Female
RAQUEL,0.031,47061,446,Female
HENRIETTA,0.031,47061,447,Female
ALYSSA,0.031,47061,448,Female
JANA,0.031,47061,449,Female
KELLEY,0.031,47061,450,Female
GWEN,0.031,47061,451,Female
KERRY,0.031,47061,452,Female
JENNA,0.03,45543,453,Female
TRICIA,0.03,45543,454,Female
LAVERNE,0.03,45543,455,Female
OLIVE,0.03,45543,456,Female
ALEXIS,0.03,45543,457,Female
TASHA,0.03,45543,458,Female
SILVIA,0.029,44025,459,Female
ELVIRA,0.029,44025,460,Female
CASEY,0.029,44025,461,Female
DELIA,0.029,44025,462,Female
SOPHIE,0.029,44025,463,Female
KATE,0.029,44025,464,Female
PATTI,0.029,44025,465,Female
LORENA,0.029,44025,466,Female
KELLIE,0.029,44025,467,Female
SONJA,0.029,44025,468,Female
LILA,0.029,44025,469,Female
LANA,0.029,44025,470,Female
DARLA,0.029,44025,471,Female
MAY,0.029,44025,472,Female
MINDY,0.029,44025,473,Female
ESSIE,0.029,44025,474,Female
MANDY,0.029,44025,475,Female
LORENE,0.028,42507,476,Female
ELSA,0.028,42507,477,Female
JOSEFINA,0.028,42507,478,Female
JEANNIE,0.028,42507,479,Female
MIRANDA,0.028,42507,480,Female
DIXIE,0.028,42507,481,Female
LUCIA,0.028,42507,482,Female
MARTA,0.028,42507,483,Female
FAITH,0.028,42507,484,Female
LELA,0.028,42507,485,Female
JOHANNA,0.028,42507,486,Female
SHARI,0.028,42507,487,Female
CAMILLE,0.028,42507,488,Female
TAMI,0.027,40988,489,Female
SHAWNA,0.027,40988,490,Female
ELISA,0.027,40988,491,Female
EBONY,0.027,40988,492,Female
MELBA,0.027,40988,493,Female
ORA,0.027,40988,494,Female
NETTIE,0.027,40988,495,Female
TABITHA,0.027,40988,496,Female
OLLIE,0.027,40988,497,Female
JAIME,0.027,40988,498,Female
WINIFRED,0.027,40988,499,Female
KRISTIE,0.027,40988,500,Female
MARINA,0.027,40988,501,Female
ALISHA,0.027,40988,502,Female
AIMEE,0.027,40988,503,Female
RENA,0.027,40988,504,Female
MYRNA,0.026,39470,505,Female
MARLA,0.026,39470,506,Female
TAMMIE,0.026,39470,507,Female
LATASHA,0.026,39470,508,Female
BONITA,0.026,39470,509,Female
PATRICE,0.026,39470,510,Female
RONDA,0.026,39470,511,Female
SHERRIE,0.026,39470,512,Female
ADDIE,0.026,39470,513,Female
FRANCINE,0.025,37952,514,Female
DELORIS,0.025,37952,515,Female
STACIE,0.025,37952,516,Female
ADRIANA,0.025,37952,517,Female
CHERI,0.025,37952,518,Female
SHELBY,0.025,37952,519,Female
ABIGAIL,0.025,37952,520,Female
CELESTE,0.025,37952,521,Female
JEWEL,0.025,37952,522,Female
CARA,0.025,37952,523,Female
ADELE,0.025,37952,524,Female
REBEKAH,0.025,37952,525,Female
LUCINDA,0.025,37952,526,Female
DORTHY,0.025,37952,527,Female
CHRIS,0.024,36434,528,Female
EFFIE,0.024,36434,529,Female
TRINA,0.024,36434,530,Female
REBA,0.024,36434,531,Female
SHAWN,0.024,36434,532,Female
SALLIE,0.024,36434,533,Female
AURORA,0.024,36434,534,Female
LENORA,0.024,36434,535,Female
ETTA,0.024,36434,536,Female
LOTTIE,0.024,36434,537,Female
KERRI,0.024,36434,538,Female
TRISHA,0.024,36434,539,Female
NIKKI,0.024,36434,540,Female
ESTELLA,0.024,36434,541,Female
FRANCISCA,0.024,36434,542,Female
JOSIE,0.024,36434,543,Female
TRACIE,0.024,36434,544,Female
MARISSA,0.024,36434,545,Female
KARIN,0.024,36434,546,Female
BRITTNEY,0.024,36434,547,Female
JANELLE,0.024,36434,548,Female
LOURDES,0.024,36434,549,Female
LAUREL,0.024,36434,550,Female
HELENE,0.024,36434,551,Female
FERN,0.024,36434,552,Female
ELVA,0.024,36434,553,Female
CORINNE,0.024,36434,554,Female
KELSEY,0.024,36434,555,Female
INA,0.023,34916,556,Female
BETTIE,0.023,34916,557,Female
ELISABETH,0.023,34916,558,Female
AIDA,0.023,34916,559,Female
CAITLIN,0.023,34916,560,Female
INGRID,0.023,34916,561,Female
IVA,0.023,34916,562,Female
EUGENIA,0.023,34916,563,Female
CHRISTA,0.023,34916,564,Female
GOLDIE,0.023,34916,565,Female
CASSIE,0.023,34916,566,Female
MAUDE,0.023,34916,567,Female
JENIFER,0.023,34916,568,Female
THERESE,0.022,33398,569,Female
FRANKIE,0.022,33398,570,Female
DENA,0.022,33398,571,Female
LORNA,0.022,33398,572,Female
JANETTE,0.022,33398,573,Female
LATONYA,0.022,33398,574,Female
CANDY,0.022,33398,575,Female
MORGAN,0.022,33398,576,Female
CONSUELO,0.022,33398,577,Female
TAMIKA,0.022,33398,578,Female
ROSETTA,0.022,33398,579,Female
DEBORA,0.022,33398,580,Female
CHERIE,0.022,33398,581,Female
POLLY,0.022,33398,582,Female
DINA,0.022,33398,583,Female
JEWELL,0.021,31880,584,Female
FAY,0.021,31880,585,Female
JILLIAN,0.021,31880,586,Female
DOROTHEA,0.021,31880,587,Female
NELL,0.021,31880,588,Female
TRUDY,0.021,31880,589,Female
ESPERANZA,0.021,31880,590,Female
PATRICA,0.021,31880,591,Female
KIMBERLEY,0.021,31880,592,Female
SHANNA,0.021,31880,593,Female
HELENA,0.021,31880,594,Female
CAROLINA,0.021,31880,595,Female
CLEO,0.021,31880,596,Female
STEFANIE,0.021,31880,597,Female
ROSARIO,0.02,30362,598,Female
OLA,0.02,30362,599,Female
JANINE,0.02,30362,600,Female
MOLLIE,0.02,30362,601,Female
LUPE,0.02,30362,602,Female
ALISA,0.02,30362,603,Female
LOU,0.02,30362,604,Female
MARIBEL,0.02,30362,605,Female
SUSANNE,0.02,30362,606,Female
BETTE,0.019,28844,607,Female
SUSANA,0.019,28844,608,Female
ELISE,0.019,28844,609,Female
CECILE,0.019,28844,610,Female
ISABELLE,0.019,28844,611,Female
LESLEY,0.019,28844,612,Female
JOCELYN,0.019,28844,613,Female
PAIGE,0.019,28844,614,Female
JONI,0.019,28844,615,Female
RACHELLE,0.019,28844,616,Female
LEOLA,0.019,28844,617,Female
DAPHNE,0.019,28844,618,Female
ALTA,0.019,28844,619,Female
ESTER,0.019,28844,620,Female
PETRA,0.019,28844,621,Female
GRACIELA,0.019,28844,622,Female
IMOGENE,0.019,28844,623,Female
JOLENE,0.019,28844,624,Female
KEISHA,0.019,28844,625,Female
LACEY,0.018,27326,626,Female
GLENNA,0.018,27326,627,Female
GABRIELA,0.018,27326,628,Female
KERI,0.018,27326,629,Female
URSULA,0.018,27326,630,Female
LIZZIE,0.018,27326,631,Female
KIRSTEN,0.018,27326,632,Female
SHANA,0.018,27326,633,Female
ADELINE,0.018,27326,634,Female
MAYRA,0.018,27326,635,Female
JAYNE,0.018,27326,636,Female
JACLYN,0.018,27326,637,Female
GRACIE,0.018,27326,638,Female
SONDRA,0.018,27326,639,Female
CARMELA,0.018,27326,640,Female
MARISA,0.018,27326,641,Female
ROSALIND,0.018,27326,642,Female
CHARITY,0.018,27326,643,Female
TONIA,0.018,27326,644,Female
BEATRIZ,0.018,27326,645,Female
MARISOL,0.018,27326,646,Female
CLARICE,0.018,27326,647,Female
JEANINE,0.017,25808,648,Female
SHEENA,0.017,25808,649,Female
ANGELINE,0.017,25808,650,Female
FRIEDA,0.017,25808,651,Female
LILY,0.017,25808,652,Female
ROBBIE,0.017,25808,653,Female
SHAUNA,0.017,25808,654,Female
MILLIE,0.017,25808,655,Female
CLAUDETTE,0.017,25808,656,Female
CATHLEEN,0.017,25808,657,Female
ANGELIA,0.017,25808,658,Female
GABRIELLE,0.017,25808,659,Female
AUTUMN,0.017,25808,660,Female
KATHARINE,0.017,25808,661,Female
SUMMER,0.017,25808,662,Female
JODIE,0.017,25808,663,Female
STACI,0.017,25808,664,Female
LEA,0.017,25808,665,Female
CHRISTI,0.017,25808,666,Female
JIMMIE,0.017,25808,667,Female
JUSTINE,0.017,25808,668,Female
ELMA,0.017,25808,669,Female
LUELLA,0.017,25808,670,Female
MARGRET,0.017,25808,671,Female
DOMINIQUE,0.016,24289,672,Female
SOCORRO,0.016,24289,673,Female
RENE,0.016,24289,674,Female
MARTINA,0.016,24289,675,Female
MARGO,0.016,24289,676,Female
MAVIS,0.016,24289,677,Female
CALLIE,0.016,24289,678,Female
BOBBI,0.016,24289,679,Female
MARITZA,0.016,24289,680,Female
LUCILE,0.016,24289,681,Female
LEANNE,0.016,24289,682,Female
JEANNINE,0.016,24289,683,Female
DEANA,0.016,24289,684,Female
AILEEN,0.016,24289,685,Female
LORIE,0.016,24289,686,Female
LADONNA,0.016,24289,687,Female
WILLA,0.016,24289,688,Female
MANUELA,0.016,24289,689,Female
GALE,0.016,24289,690,Female
SELMA,0.016,24289,691,Female
DOLLY,0.016,24289,692,Female
SYBIL,0.016,24289,693,Female
ABBY,0.016,24289,694,Female
LARA,0.016,24289,695,Female
DALE,0.016,24289,696,Female
IVY,0.016,24289,697,Female
DEE,0.016,24289,698,Female
WINNIE,0.016,24289,699,Female
MARCY,0.016,24289,700,Female
LUISA,0.016,24289,701,Female
JERI,0.015,22771,702,Female
MAGDALENA,0.015,22771,703,Female
OFELIA,0.015,22771,704,Female
MEAGAN,0.015,22771,705,Female
AUDRA,0.015,22771,706,Female
MATILDA,0.015,22771,707,Female
LEILA,0.015,22771,708,Female
CORNELIA,0.015,22771,709,Female
BIANCA,0.015,22771,710,Female
SIMONE,0.015,22771,711,Female
BETTYE,0.015,22771,712,Female
RANDI,0.015,22771,713,Female
VIRGIE,0.015,22771,714,Female
LATISHA,0.015,22771,715,Female
BARBRA,0.015,22771,716,Female
GEORGINA,0.015,22771,717,Female
ELIZA,0.015,22771,718,Female
LEANN,0.015,22771,719,Female
BRIDGETTE,0.015,22771,720,Female
RHODA,0.014,21253,721,Female
HALEY,0.014,21253,722,Female
ADELA,0.014,21253,723,Female
NOLA,0.014,21253,724,Female
BERNADINE,0.014,21253,725,Female
FLOSSIE,0.014,21253,726,Female
ILA,0.014,21253,727,Female
GRETA,0.014,21253,728,Female
RUTHIE,0.014,21253,729,Female
NELDA,0.014,21253,730,Female
MINERVA,0.014,21253,731,Female
LILLY,0.014,21253,732,Female
TERRIE,0.014,21253,733,Female
LETHA,0.014,21253,734,Female
HILARY,0.014,21253,735,Female
ESTELA,0.014,21253,736,Female
VALARIE,0.014,21253,737,Female
BRIANNA,0.014,21253,738,Female
ROSALYN,0.014,21253,739,Female
EARLINE,0.014,21253,740,Female
CATALINA,0.014,21253,741,Female
AVA,0.014,21253,742,Female
MIA,0.014,21253,743,Female
CLARISSA,0.014,21253,744,Female
LIDIA,0.014,21253,745,Female
CORRINE,0.014,21253,746,Female
ALEXANDRIA,0.014,21253,747,Female
CONCEPCION,0.014,21253,748,Female
TIA,0.014,21253,749,Female
SHARRON,0.014,21253,750,Female
RAE,0.014,21253,751,Female
DONA,0.014,21253,752,Female
ERICKA,0.014,21253,753,Female
JAMI,0.014,21253,754,Female
ELNORA,0.014,21253,755,Female
CHANDRA,0.014,21253,756,Female
LENORE,0.014,21253,757,Female
NEVA,0.013,19735,758,Female
MARYLOU,0.013,19735,759,Female
MELISA,0.013,19735,760,Female
TABATHA,0.013,19735,761,Female
SERENA,0.013,19735,762,Female
AVIS,0.013,19735,763,Female
ALLIE,0.013,19735,764,Female
SOFIA,0.013,19735,765,Female
JEANIE,0.013,19735,766,Female
ODESSA,0.013,19735,767,Female
NANNIE,0.013,19735,768,Female
HARRIETT,0.013,19735,769,Female
LORAINE,0.013,19735,770,Female
PENELOPE,0.013,19735,771,Female
MILAGROS,0.013,19735,772,Female
EMILIA,0.013,19735,773,Female
BENITA,0.013,19735,774,Female
ALLYSON,0.013,19735,775,Female
ASHLEE,0.013,19735,776,Female
TANIA,0.013,19735,777,Female
TOMMIE,0.013,19735,778,Female
ESMERALDA,0.013,19735,779,Female
KARINA,0.013,19735,780,Female
EVE,0.013,19735,781,Female
PEARLIE,0.013,19735,782,Female
ZELMA,0.013,19735,783,Female
MALINDA,0.013,19735,784,Female
NOREEN,0.013,19735,785,Female
TAMEKA,0.013,19735,786,Female
SAUNDRA,0.013,19735,787,Female
HILLARY,0.013,19735,788,Female
AMIE,0.013,19735,789,Female
ALTHEA,0.012,18217,790,Female
ROSALINDA,0.012,18217,791,Female
JORDAN,0.012,18217,792,Female
LILIA,0.012,18217,793,Female
ALANA,0.012,18217,794,Female
GAY,0.012,18217,795,Female
CLARE,0.012,18217,796,Female
ALEJANDRA,0.012,18217,797,Female
ELINOR,0.012,18217,798,Female
MICHAEL,0.012,18217,799,Female
LORRIE,0.012,18217,800,Female
JERRI,0.012,18217,801,Female
DARCY,0.012,18217,802,Female
EARNESTINE,0.012,18217,803,Female
CARMELLA,0.012,18217,804,Female
TAYLOR,0.012,18217,805,Female
NOEMI,0.012,18217,806,Female
MARCIE,0.012,18217,807,Female
LIZA,0.012,18217,808,Female
ANNABELLE,0.012,18217,809,Female
LOUISA,0.012,18217,810,Female
EARLENE,0.012,18217,811,Female
MALLORY,0.012,18217,812,Female
CARLENE,0.012,18217,813,Female
NITA,0.012,18217,814,Female
SELENA,0.012,18217,815,Female
TANISHA,0.012,18217,816,Female
KATY,0.012,18217,817,Female
JULIANNE,0.012,18217,818,Female
JOHN,0.012,18217,819,Female
LAKISHA,0.011,16699,820,Female
EDWINA,0.011,16699,821,Female
MARICELA,0.011,16699,822,Female
MARGERY,0.011,16699,823,Female
KENYA,0.011,16699,824,Female
DOLLIE,0.011,16699,825,Female
ROXIE,0.011,16699,826,Female
ROSLYN,0.011,16699,827,Female
KATHRINE,0.011,16699,828,Female
NANETTE,0.011,16699,829,Female
CHARMAINE,0.011,16699,830,Female
LAVONNE,0.011,16699,831,Female
ILENE,0.011,16699,832,Female
KRIS,0.011,16699,833,Female
TAMMI,0.011,16699,834,Female
SUZETTE,0.011,16699,835,Female
CORINE,0.011,16699,836,Female
KAYE,0.011,16699,837,Female
JERRY,0.011,16699,838,Female
MERLE,0.011,16699,839,Female
CHRYSTAL,0.011,16699,840,Female
LINA,0.011,16699,841,Female
DEANNE,0.011,16699,842,Female
LILIAN,0.011,16699,843,Female
JULIANA,0.011,16699,844,Female
ALINE,0.011,16699,845,Female
LUANN,0.011,16699,846,Female
KASEY,0.011,16699,847,Female
MARYANNE,0.011,16699,848,Female
EVANGELINE,0.011,16699,849,Female
COLETTE,0.011,16699,850,Female
MELVA,0.011,16699,851,Female
LAWANDA,0.011,16699,852,Female
YESENIA,0.011,16699,853,Female
NADIA,0.011,16699,854,Female
MADGE,0.011,16699,855,Female
KATHIE,0.011,16699,856,Female
EDDIE,0.011,16699,857,Female
OPHELIA,0.011,16699,858,Female
VALERIA,0.011,16699,859,Female
NONA,0.011,16699,860,Female
MITZI,0.011,16699,861,Female
MARI,0.011,16699,862,Female
GEORGETTE,0.011,16699,863,Female
CLAUDINE,0.011,16699,864,Female
FRAN,0.011,16699,865,Female
ALISSA,0.011,16699,866,Female
ROSEANN,0.01,15181,867,Female
LAKEISHA,0.01,15181,868,Female
SUSANNA,0.01,15181,869,Female
REVA,0.01,15181,870,Female
DEIDRE,0.01,15181,871,Female
CHASITY,0.01,15181,872,Female
SHEREE,0.01,15181,873,Female
CARLY,0.01,15181,874,Female
JAMES,0.01,15181,875,Female
ELVIA,0.01,15181,876,Female
ALYCE,0.01,15181,877,Female
DEIRDRE,0.01,15181,878,Female
GENA,0.01,15181,879,Female
BRIANA,0.01,15181,880,Female
ARACELI,0.01,15181,881,Female
KATELYN,0.01,15181,882,Female
ROSANNE,0.01,15181,883,Female
WENDI,0.01,15181,884,Female
TESSA,0.01,15181,885,Female
BERTA,0.01,15181,886,Female
MARVA,0.01,15181,887,Female
IMELDA,0.01,15181,888,Female
MARIETTA,0.01,15181,889,Female
MARCI,0.01,15181,890,Female
LEONOR,0.01,15181,891,Female
ARLINE,0.01,15181,892,Female
SASHA,0.01,15181,893,Female
MADELYN,0.01,15181,894,Female
JANNA,0.01,15181,895,Female
JULIETTE,0.01,15181,896,Female
DEENA,0.01,15181,897,Female
AURELIA,0.01,15181,898,Female
JOSEFA,0.01,15181,899,Female
AUGUSTA,0.01,15181,900,Female
LILIANA,0.01,15181,901,Female
YOUNG,0.01,15181,902,Female
CHRISTIAN,0.01,15181,903,Female
LESSIE,0.01,15181,904,Female
AMALIA,0.01,15181,905,Female
SAVANNAH,0.01,15181,906,Female
ANASTASIA,0.01,15181,907,Female
VILMA,0.01,15181,908,Female
NATALIA,0.01,15181,909,Female
ROSELLA,0.01,15181,910,Female
LYNNETTE,0.01,15181,911,Female
CORINA,0.01,15181,912,Female
ALFREDA,0.009,13663,913,Female
LEANNA,0.009,13663,914,Female
CAREY,0.009,13663,915,Female
AMPARO,0.009,13663,916,Female
COLEEN,0.009,13663,917,Female
TAMRA,0.009,13663,918,Female
AISHA,0.009,13663,919,Female
WILDA,0.009,13663,920,Female
KARYN,0.009,13663,921,Female
CHERRY,0.009,13663,922,Female
QUEEN,0.009,13663,923,Female
MAURA,0.009,13663,924,Female
MAI,0.009,13663,925,Female
EVANGELINA,0.009,13663,926,Female
ROSANNA,0.009,13663,927,Female
HALLIE,0.009,13663,928,Female
ERNA,0.009,13663,929,Female
ENID,0.009,13663,930,Female
MARIANA,0.009,13663,931,Female
LACY,0.009,13663,932,Female
JULIET,0.009,13663,933,Female
JACKLYN,0.009,13663,934,Female
FREIDA,0.009,13663,935,Female
MADELEINE,0.009,13663,936,Female
MARA,0.009,13663,937,Female
HESTER,0.009,13663,938,Female
CATHRYN,0.009,13663,939,Female
LELIA,0.009,13663,940,Female
CASANDRA,0.009,13663,941,Female
BRIDGETT,0.009,13663,942,Female
ANGELITA,0.009,13663,943,Female
JANNIE,0.009,13663,944,Female
DIONNE,0.009,13663,945,Female
ANNMARIE,0.009,13663,946,Female
KATINA,0.009,13663,947,Female
BERYL,0.009,13663,948,Female
PHOEBE,0.009,13663,949,Female
MILLICENT,0.009,13663,950,Female
KATHERYN,0.009,13663,951,Female
DIANN,0.009,13663,952,Female
CARISSA,0.009,13663,953,Female
MARYELLEN,0.009,13663,954,Female
LIZ,0.009,13663,955,Female
LAURI,0.009,13663,956,Female
HELGA,0.009,13663,957,Female
GILDA,0.009,13663,958,Female
ADRIAN,0.009,13663,959,Female
RHEA,0.009,13663,960,Female
MARQUITA,0.009,13663,961,Female
HOLLIE,0.009,13663,962,Female
TISHA,0.009,13663,963,Female
TAMERA,0.009,13663,964,Female
ANGELIQUE,0.009,13663,965,Female
FRANCESCA,0.009,13663,966,Female
BRITNEY,0.009,13663,967,Female
KAITLIN,0.009,13663,968,Female
LOLITA,0.009,13663,969,Female
FLORINE,0.009,13663,970,Female
ROWENA,0.009,13663,971,Female
REYNA,0.009,13663,972,Female
TWILA,0.009,13663,973,Female
FANNY,0.009,13663,974,Female
JANELL,0.009,13663,975,Female
INES,0.009,13663,976,Female
CONCETTA,0.009,13663,977,Female
BERTIE,0.009,13663,978,Female
ALBA,0.009,13663,979,Female
BRIGITTE,0.009,13663,980,Female
ALYSON,0.009,13663,981,Female
VONDA,0.008,12145,982,Female
PANSY,0.008,12145,983,Female
ELBA,0.008,12145,984,Female
NOELLE,0.008,12145,985,Female
LETITIA,0.008,12145,986,Female
KITTY,0.008,12145,987,Female
DEANN,0.008,12145,988,Female
BRANDIE,0.008,12145,989,Female
LOUELLA,0.008,12145,990,Female
LETA,0.008,12145,991,Female
FELECIA,0.008,12145,992,Female
SHARLENE,0.008,12145,993,Female
LESA,0.008,12145,994,Female
BEVERLEY,0.008,12145,995,Female
ROBERT,0.008,12145,996,Female
ISABELLA,0.008,12145,997,Female
HERMINIA,0.008,12145,998,Female
TERRA,0.008,12145,999,Female
CELINA,0.008,12145,1000,Female
